czas,dh/dt,h(t)_num,h(t)_ana,blad h,blad_wgledny_h,h(0),alfa,Dt
0,"-3,18",3,3,0,0,3,"1,06","0,001775"
"0,001775","-3,17401683","2,9943555","2,994360807","0,000005306734646","0,000001772242889",,,
"0,00355","-3,168044917","2,98872162","2,988732214","0,00001059350944","0,000003544482637",,,
"0,005325","-3,162084241","2,98309834","2,983114201","0,00001586038068","0,000005316719244",,,
"0,0071","-3,156134779","2,977485641","2,977506748","0,00002110740453","0,00000708895271",,,
"0,008875","-3,150196512","2,971883502","2,971909836","0,00002633463702","0,000008861183035",,,
"0,01065","-3,144269417","2,966291903","2,966323445","0,00003154213404","0,00001063341022",,,
"0,012425","-3,138353474","2,960710825","2,960747555","0,00003672995131","0,00001240563426",,,
"0,0142","-3,132448662","2,955140247","2,955182145","0,00004189814445","0,00001417785517",,,
"0,015975","-3,12655496","2,949580151","2,949627198","0,00004704676891","0,00001595007293",,,
"0,01775","-3,120672347","2,944030516","2,944082692","0,00005217588003","0,00001772228755",,,
"0,019525","-3,114800802","2,938491322","2,938548608","0,00005728553299","0,00001949449903",,,
"0,0213","-3,108940304","2,932962551","2,933024927","0,00006237578283","0,00002126670737",,,
"0,023075","-3,103090833","2,927444182","2,927511629","0,00006744668446","0,00002303891257",,,
"0,02485","-3,097252367","2,921936196","2,922008694","0,00007249829265","0,00002481111463",,,
"0,026625","-3,091424887","2,916438573","2,916516103","0,00007753066204","0,00002658331355",,,
"0,0284","-3,085608371","2,910951294","2,911033837","0,00008254384711","0,00002835550932",,,
"0,030175","-3,079802799","2,905474339","2,905561877","0,00008753790224","0,00003012770196",,,
"0,03195","-3,07400815","2,900007689","2,900100202","0,00009251288163","0,00003189989145",,,
"0,033725","-3,068224404","2,894551324","2,894648793","0,00009746883939","0,00003367207781",,,
"0,0355","-3,062451539","2,889105226","2,889207632","0,0001024058294","0,00003544426102",,,
"0,037275","-3,056689537","2,883669374","2,883776698","0,0001073239056","0,00003721644109",,,
"0,03905","-3,050938376","2,878243751","2,878355974","0,0001122231216","0,00003898861803",,,
"0,040825","-3,045198035","2,872828335","2,872945438","0,0001171035309","0,00004076079182",,,
"0,0426","-3,039468495","2,867423108","2,867545074","0,000121965187","0,00004253296247",,,
"0,044375","-3,033749735","2,862028052","2,86215486","0,0001268081431","0,00004430512998",,,
"0,04615","-3,028041735","2,856643146","2,856774778","0,0001316324524","0,00004607729435",,,
"0,047925","-3,022344474","2,851268372","2,85140481","0,0001364381678","0,00004784945558",,,
"0,0497","-3,016657933","2,845903711","2,846044936","0,0001412253423","0,00004962161366",,,
"0,051475","-3,010982091","2,840549143","2,840695137","0,0001459940286","0,00005139376861",,,
"0,05325","-3,005316928","2,835204649","2,835355394","0,0001507442792","0,00005316592042",,,
"0,055025","-2,999662425","2,829870212","2,830025688","0,0001554761468","0,00005493806908",,,
"0,0568","-2,99401856","2,824545811","2,824706001","0,0001601896835","0,00005671021461",,,
"0,058575","-2,988385314","2,819231428","2,819396313","0,0001648849417","0,00005848235699",,,
"0,06035","-2,982762667","2,813927044","2,814096606","0,0001695619734","0,00006025449624",,,
"0,062125","-2,977150599","2,808632641","2,808806861","0,0001742208305","0,00006202663234",,,
"0,0639","-2,97154909","2,803348198","2,80352706","0,0001788615649","0,0000637987653",,,
"0,065675","-2,96595812","2,798073699","2,798257183","0,0001834842283","0,00006557089513",,,
"0,06745","-2,96037767","2,792809123","2,792997212","0,0001880888721","0,00006734302181",,,
"0,069225","-2,95480772","2,787554453","2,787747128","0,0001926755479","0,00006911514535",,,
"0,071","-2,949248249","2,782309669","2,782506913","0,000197244307","0,00007088726575",,,
"0,072775","-2,943699238","2,777074753","2,777276548","0,0002017952004","0,00007265938301",,,
"0,07455","-2,938160668","2,771849687","2,772056015","0,0002063282793","0,00007443149713",,,
"0,076325","-2,932632519","2,766634452","2,766845295","0,0002108435946","0,0000762036081",,,
"0,0781","-2,927114771","2,761429029","2,76164437","0,0002153411969","0,00007797571594",,,
"0,079875","-2,921607404","2,7562334","2,756453222","0,0002198211371","0,00007974782064",,,
"0,08165","-2,9161104","2,751047547","2,751271831","0,0002242834656","0,00008151992219",,,
"0,083425","-2,910623738","2,745871451","2,74610018","0,0002287282327","0,00008329202061",,,
"0,0852","-2,9051474","2,740705094","2,74093825","0,0002331554889","0,00008506411588",,,
"0,086975","-2,899681365","2,735548458","2,735786023","0,0002375652842","0,00008683620802",,,
"0,08875","-2,894225614","2,730401523","2,730643481","0,0002419576686","0,00008860829701",,,
"0,090525","-2,888780129","2,725264273","2,725510605","0,000246332692","0,00009038038287",,,
"0,0923","-2,883344889","2,720136688","2,720387378","0,0002506904042","0,00009215246558",,,
"0,094075","-2,877919876","2,715018751","2,715273782","0,0002550308549","0,00009392454515",,,
"0,09585","-2,87250507","2,709910443","2,710169797","0,0002593540935","0,00009569662158",,,
"0,097625","-2,867100451","2,704811746","2,705075407","0,0002636601694","0,00009746869487",,,
"0,0994","-2,861706002","2,699722643","2,699990592","0,0002679491319","0,00009924076502",,,
"0,101175","-2,856321702","2,694643115","2,694915336","0,0002722210302","0,000101012832",,,
"0,10295","-2,850947533","2,689573144","2,68984962","0,0002764759132","0,0001027848959",,,
"0,104725","-2,845583475","2,684512712","2,684793426","0,0002807138298","0,0001045569566",,,
"0,1065","-2,84022951","2,679461801","2,679746736","0,0002849348288","0,0001063290142",,,
"0,108275","-2,834885618","2,674420394","2,674709533","0,0002891389589","0,0001081010687",,,
"0,11005","-2,82955178","2,669388472","2,669681798","0,0002933262685","0,00010987312",,,
"0,111825","-2,824227979","2,664366018","2,664663514","0,0002974968061","0,0001116451681",,,
"0,1136","-2,818914194","2,659353013","2,659654664","0,0003016506199","0,0001134172132",,,
"0,115375","-2,813610407","2,65434944","2,654655228","0,0003057877582","0,0001151892551",,,
"0,11715","-2,808316599","2,649355282","2,64966519","0,0003099082688","0,0001169612938",,,
"0,118925","-2,803032751","2,64437052","2,644684532","0,0003140121997","0,0001187333294",,,
"0,1207","-2,797758845","2,639395137","2,639713236","0,0003180995988","0,0001205053619",,,
"0,122475","-2,792494862","2,634429115","2,634751285","0,0003221705136","0,0001222773912",,,
"0,12425","-2,787240783","2,629472436","2,629798661","0,0003262249918","0,0001240494174",,,
"0,126025","-2,781996589","2,624525084","2,624855347","0,0003302630807","0,0001258214404",,,
"0,1278","-2,776762263","2,61958704","2,619921325","0,0003342848276","0,0001275934603",,,
"0,129575","-2,771537784","2,614658287","2,614996577","0,0003382902798","0,0001293654771",,,
"0,13135","-2,766323136","2,609738808","2,610081087","0,0003422794843","0,0001311374907",,,
"0,133125","-2,761118299","2,604828584","2,605174836","0,000346252488","0,0001329095012",,,
"0,1349","-2,755923255","2,599927599","2,600277808","0,0003502093378","0,0001346815085",,,
"0,136675","-2,750737985","2,595035835","2,595389985","0,0003541500804","0,0001364535127",,,
"0,13845","-2,745562472","2,590153275","2,59051135","0,0003580747623","0,0001382255138",,,
"0,140225","-2,740396696","2,585279902","2,585641885","0,0003619834301","0,0001399975117",,,
"0,142","-2,73524064","2,580415698","2,580781574","0,0003658761301","0,0001417695065",,,
"0,143775","-2,730094284","2,575560646","2,575930399","0,0003697529085","0,0001435414981",,,
"0,14555","-2,724957612","2,570714728","2,571088342","0,0003736138114","0,0001453134866",,,
"0,147325","-2,719830604","2,565877928","2,566255387","0,0003774588849","0,000147085472",,,
"0,1491","-2,714713243","2,561050229","2,561431517","0,0003812881748","0,0001488574542",,,
"0,150875","-2,70960551","2,556231613","2,556616715","0,0003851017269","0,0001506294333",,,
"0,15265","-2,704507387","2,551422063","2,551810963","0,0003888995868","0,0001524014092",,,
"0,154425","-2,699418857","2,546621563","2,547014245","0,0003926818001","0,000154173382",,,
"0,1562","-2,6943399","2,541830094","2,542226543","0,0003964484122","0,0001559453517",,,
"0,157975","-2,689270499","2,537047641","2,53744784","0,0004001994684","0,0001577173182",,,
"0,15975","-2,684210637","2,532274186","2,532678121","0,0004039350139","0,0001594892816",,,
"0,161525","-2,679160295","2,527509712","2,527917367","0,0004076550938","0,0001612612418",,,
"0,1633","-2,674119455","2,522754202","2,523165562","0,0004113597529","0,0001630331989",,,
"0,165075","-2,669088099","2,51800764","2,518422689","0,0004150490363","0,0001648051528",,,
"0,16685","-2,66406621","2,513270009","2,513688732","0,0004187229885","0,0001665771037",,,
"0,168625","-2,659053769","2,508541292","2,508963673","0,0004223816542","0,0001683490513",,,
"0,1704","-2,654050759","2,503821471","2,504247496","0,0004260250779","0,0001701209959",,,
"0,172175","-2,649057163","2,499110531","2,499540184","0,0004296533041","0,0001718929373",,,
"0,17395","-2,644072962","2,494408455","2,494841721","0,0004332663769","0,0001736648755",,,
"0,175725","-2,639098139","2,489715225","2,490152089","0,0004368643405","0,0001754368106",,,
"0,1775","-2,634132675","2,485030826","2,485471273","0,0004404472391","0,0001772087426",,,
"0,179275","-2,629176555","2,48035524","2,480799255","0,0004440151164","0,0001789806714",,,
"0,18105","-2,624229759","2,475688452","2,47613602","0,0004475680164","0,0001807525971",,,
"0,182825","-2,619292271","2,471030444","2,47148155","0,0004511059828","0,0001825245197",,,
"0,1846","-2,614364072","2,4663812","2,466835829","0,0004546290592","0,0001842964391",,,
"0,186375","-2,609445146","2,461740704","2,462198841","0,000458137289","0,0001860683554",,,
"0,18815","-2,604535475","2,457108939","2,45757057","0,0004616307156","0,0001878402685",,,
"0,189925","-2,599635042","2,452485888","2,452950998","0,0004651093824","0,0001896121785",,,
"0,1917","-2,594743828","2,447871536","2,44834011","0,0004685733324","0,0001913840853",,,
"0,193475","-2,589861818","2,443265866","2,443737889","0,0004720226088","0,000193155989",,,
"0,19525","-2,584988993","2,438668861","2,439144319","0,0004754572544","0,0001949278896",,,
"0,197025","-2,580125336","2,434080506","2,434559383","0,0004788773122","0,000196699787",,,
"0,1988","-2,57527083","2,429500783","2,429983066","0,0004822828247","0,0001984716813",,,
"0,200575","-2,570425458","2,424929678","2,425415351","0,0004856738347","0,0002002435725",,,
"0,20235","-2,565589203","2,420367172","2,420856223","0,0004890503846","0,0002020154605",,,
"0,204125","-2,560762047","2,415813252","2,416305664","0,0004924125168","0,0002037873453",,,
"0,2059","-2,555943973","2,411267899","2,411763659","0,0004957602737","0,0002055592271",,,
"0,207675","-2,551134964","2,406731098","2,407230192","0,0004990936973","0,0002073311057",,,
"0,20945","-2,546335004","2,402202834","2,402705247","0,0005024128298","0,0002091029811",,,
"0,211225","-2,541544075","2,397683089","2,398188807","0,0005057177131","0,0002108748534",,,
"0,213","-2,536762159","2,393171848","2,393680857","0,0005090083891","0,0002126467226",,,
"0,214775","-2,531989241","2,388669096","2,389181381","0,0005122848996","0,0002144185886",,,
"0,21655","-2,527225304","2,384174815","2,384690362","0,000515547286","0,0002161904515",,,
"0,218325","-2,522470329","2,37968899","2,380207785","0,0005187955902","0,0002179623112",,,
"0,2201","-2,517724301","2,375211605","2,375733635","0,0005220298533","0,0002197341679",,,
"0,221875","-2,512987203","2,370742644","2,371267894","0,0005252501168","0,0002215060213",,,
"0,22365","-2,508259018","2,366282092","2,366810548","0,0005284564219","0,0002232778716",,,
"0,225425","-2,503539728","2,361829932","2,362361581","0,0005316488096","0,0002250497188",,,
"0,2272","-2,498829318","2,357386149","2,357920977","0,0005348273211","0,0002268215629",,,
"0,228975","-2,494127771","2,352950727","2,353488719","0,0005379919971","0,0002285934038",,,
"0,23075","-2,489435069","2,34852365","2,349064793","0,0005411428785","0,0002303652415",,,
"0,232525","-2,484751197","2,344104903","2,344649183","0,000544280006","0,0002321370762",,,
"0,2343","-2,480076138","2,33969447","2,340241873","0,0005474034202","0,0002339089077",,,
"0,236075","-2,475409875","2,335292335","2,335842848","0,0005505131616","0,000235680736",,,
"0,23785","-2,470752391","2,330898482","2,331452091","0,0005536092704","0,0002374525612",,,
"0,239625","-2,46610367","2,326512897","2,327069588","0,0005566917871","0,0002392243833",,,
"0,2414","-2,461463696","2,322135563","2,322695323","0,0005597607518","0,0002409962022",,,
"0,243175","-2,456832452","2,317766465","2,318329281","0,0005628162045","0,000242768018",,,
"0,24495","-2,452209922","2,313405587","2,313971445","0,0005658581853","0,0002445398306",,,
"0,246725","-2,447596089","2,309052914","2,309621801","0,0005688867339","0,0002463116401",,,
"0,2485","-2,442990937","2,304708431","2,305280333","0,0005719018902","0,0002480834465",,,
"0,250275","-2,43839445","2,300372122","2,300947026","0,0005749036938","0,0002498552497",,,
"0,25205","-2,433806611","2,296043972","2,296621864","0,0005778921843","0,0002516270498",,,
"0,253825","-2,429227403","2,291723966","2,292304833","0,0005808674011","0,0002533988468",,,
"0,2556","-2,424656812","2,287412087","2,287995916","0,0005838293835","0,0002551706406",,,
"0,257375","-2,42009482","2,283108321","2,283695099","0,000586778171","0,0002569424312",,,
"0,25915","-2,415541412","2,278812653","2,279402367","0,0005897138025","0,0002587142187",,,
"0,260925","-2,410996571","2,274525067","2,275117703","0,0005926363171","0,0002604860031",,,
"0,2627","-2,406460281","2,270245548","2,270841094","0,0005955457539","0,0002622577844",,,
"0,264475","-2,401932526","2,265974081","2,266572523","0,0005984421516","0,0002640295625",,,
"0,26625","-2,39741329","2,261710651","2,262311976","0,000601325549","0,0002658013374",,,
"0,268025","-2,392902557","2,257455242","2,258059438","0,0006041959847","0,0002675731093",,,
"0,2698","-2,38840031","2,25320784","2,253814893","0,0006070534974","0,000269344878",,,
"0,271575","-2,383906535","2,248968429","2,249578328","0,0006098981254","0,0002711166435",,,
"0,27335","-2,379421215","2,244736995","2,245349725","0,0006127299072","0,0002728884059",,,
"0,275125","-2,374944334","2,240513523","2,241129072","0,0006155488809","0,0002746601652",,,
"0,2769","-2,370475876","2,236297996","2,236916352","0,0006183550848","0,0002764319213",,,
"0,278675","-2,366015826","2,232090402","2,23271155","0,0006211485569","0,0002782036743",,,
"0,28045","-2,361564167","2,227890724","2,228514653","0,0006239293351","0,0002799754241",,,
"0,282225","-2,357120884","2,223698947","2,224325645","0,0006266974574","0,0002817471708",,,
"0,284","-2,352685961","2,219515058","2,220144511","0,0006294529614","0,0002835189144",,,
"0,285775","-2,348259383","2,21533904","2,215971236","0,000632195885","0,0002852906548",,,
"0,28755","-2,343841133","2,21117088","2,211805806","0,0006349262655","0,0002870623921",,,
"0,289325","-2,339431195","2,207010562","2,207648206","0,0006376441406","0,0002888341262",,,
"0,2911","-2,335029556","2,202858071","2,203498421","0,0006403495475","0,0002906058572",,,
"0,292875","-2,330636198","2,198713394","2,199356436","0,0006430425237","0,0002923775851",,,
"0,29465","-2,326251106","2,194576515","2,195222238","0,0006457231062","0,0002941493098",,,
"0,296425","-2,321874264","2,190447419","2,19109581","0,0006483913321","0,0002959210314",,,
"0,2982","-2,317505658","2,186326092","2,186977139","0,0006510472385","0,0002976927499",,,
"0,299975","-2,313145271","2,18221252","2,18286621","0,0006536908622","0,0002994644652",,,
"0,30175","-2,308793088","2,178106687","2,178763009","0,0006563222401","0,0003012361773",,,
"0,303525","-2,304449094","2,174008579","2,17466752","0,0006589414089","0,0003030078864",,,
"0,3053","-2,300113273","2,169918182","2,17057973","0,0006615484051","0,0003047795922",,,
"0,307075","-2,29578561","2,165835481","2,166499624","0,0006641432653","0,000306551295",,,
"0,30885","-2,291466089","2,161760461","2,162427187","0,000666726026","0,0003083229946",,,
"0,310625","-2,287154696","2,157693109","2,158362406","0,0006692967234","0,0003100946911",,,
"0,3124","-2,282851414","2,153633409","2,154305265","0,0006718553938","0,0003118663844",,,
"0,314175","-2,278556229","2,149581348","2,15025575","0,0006744020733","0,0003136380746",,,
"0,31595","-2,274269126","2,145536911","2,146213848","0,0006769367981","0,0003154097616",,,
"0,317725","-2,269990088","2,141500083","2,142179543","0,0006794596039","0,0003171814455",,,
"0,3195","-2,265719102","2,137470851","2,138152821","0,0006819705268","0,0003189531263",,,
"0,321275","-2,261456151","2,133449199","2,134133669","0,0006844696025","0,0003207248039",,,
"0,32305","-2,257201222","2,129435115","2,130122072","0,0006869568666","0,0003224964784",,,
"0,324825","-2,252954297","2,125428583","2,126118015","0,0006894323548","0,0003242681497",,,
"0,3266","-2,248715364","2,121429589","2,122121485","0,0006918961026","0,000326039818",,,
"0,328375","-2,244484406","2,117438119","2,118132467","0,0006943481452","0,000327811483",,,
"0,33015","-2,240261409","2,113454159","2,114150948","0,0006967885182","0,0003295831449",,,
"0,331925","-2,236046357","2,109477695","2,110176912","0,0006992172566","0,0003313548037",,,
"0,3337","-2,231839236","2,105508713","2,106210347","0,0007016343957","0,0003331264594",,,
"0,335475","-2,22764003","2,101547198","2,102251238","0,0007040399704","0,0003348981119",,,
"0,33725","-2,223448725","2,097593137","2,098299571","0,0007064340156","0,0003366697613",,,
"0,339025","-2,219265307","2,093646516","2,094355332","0,0007088165664","0,0003384414075",,,
"0,3408","-2,215089759","2,08970732","2,090418507","0,0007111876574","0,0003402130506",,,
"0,342575","-2,210922067","2,085775535","2,086489083","0,0007135473232","0,0003419846905",,,
"0,34435","-2,206762218","2,081851149","2,082567044","0,0007158955986","0,0003437563273",,,
"0,346125","-2,202610194","2,077934146","2,078652378","0,0007182325179","0,000345527961",,,
"0,3479","-2,198465983","2,074024513","2,074745071","0,0007205581156","0,0003472995915",,,
"0,349675","-2,19432957","2,070122236","2,070845108","0,000722872426","0,0003490712189",,,
"0,35145","-2,190200939","2,066227301","2,066952476","0,0007251754834","0,0003508428432",,,
"0,353225","-2,186080075","2,062339694","2,063067161","0,0007274673218","0,0003526144643",,,
"0,355","-2,181966966","2,058459402","2,05918915","0,0007297479754","0,0003543860823",,,
"0,356775","-2,177861595","2,05458641","2,055318428","0,000732017478","0,0003561576971",,,
"0,35855","-2,173763948","2,050720706","2,051454982","0,0007342758636","0,0003579293088",,,
"0,360325","-2,169674012","2,046862275","2,047598798","0,000736523166","0,0003597009173",,,
"0,3621","-2,16559177","2,043011104","2,043749863","0,0007387594188","0,0003614725227",,,
"0,363875","-2,161517209","2,039167178","2,039908163","0,0007409846557","0,000363244125",,,
"0,36565","-2,157450314","2,035330485","2,036073684","0,0007431989102","0,0003650157241",,,
"0,367425","-2,153391072","2,031501011","2,032246413","0,0007454022157","0,0003667873201",,,
"0,3692","-2,149339466","2,027678742","2,028426336","0,0007475946056","0,000368558913",,,
"0,370975","-2,145295484","2,023863664","2,02461344","0,0007497761131","0,0003703305027",,,
"0,37275","-2,141259111","2,020055765","2,020807711","0,0007519467715","0,0003721020893",,,
"0,374525","-2,137230332","2,01625503","2,017009136","0,0007541066137","0,0003738736727",,,
"0,3763","-2,133209133","2,012461446","2,013217702","0,0007562556729","0,000375645253",,,
"0,378075","-2,1291955","2,008675","2,009433394","0,0007583939819","0,0003774168301",,,
"0,37985","-2,125189418","2,004895678","2,005656199","0,0007605215735","0,0003791884042",,,
"0,381625","-2,121190875","2,001123467","2,001886105","0,0007626384806","0,000380959975",,,
"0,3834","-2,117199854","1,997358353","1,998123097","0,0007647447357","0,0003827315428",,,
"0,385175","-2,113216342","1,993600323","1,994367163","0,0007668403715","0,0003845031074",,,
"0,38695","-2,109240326","1,989849364","1,990618289","0,0007689254205","0,0003862746688",,,
"0,388725","-2,10527179","1,986105462","1,986876462","0,000770999915","0,0003880462271",,,
"0,3905","-2,101310721","1,982368605","1,983141669","0,0007730638874","0,0003898177823",,,
"0,392275","-2,097357105","1,978638778","1,979413896","0,0007751173699","0,0003915893344",,,
"0,39405","-2,093410928","1,97491597","1,97569313","0,0007771603946","0,0003933608833",,,
"0,395825","-2,089472175","1,971200165","1,971979358","0,0007791929938","0,000395132429",,,
"0,3976","-2,085540833","1,967491352","1,968272567","0,0007812151992","0,0003969039716",,,
"0,399375","-2,081616888","1,963789517","1,964572744","0,0007832270429","0,0003986755111",,,
"0,40115","-2,077700326","1,960094647","1,960879876","0,0007852285566","0,0004004470474",,,
"0,402925","-2,073791133","1,956406729","1,957193949","0,0007872197721","0,0004022185806",,,
"0,4047","-2,069889295","1,95272575","1,95351495","0,0007892007211","0,0004039901107",,,
"0,406475","-2,065994798","1,949051696","1,949842868","0,0007911714351","0,0004057616376",,,
"0,40825","-2,062107629","1,945384556","1,946177687","0,0007931319456","0,0004075331614",,,
"0,410025","-2,058227773","1,941724314","1,942519397","0,0007950822841","0,000409304682",,,
"0,4118","-2,054355218","1,93807096","1,938867983","0,0007970224817","0,0004110761995",,,
"0,413575","-2,050489948","1,93442448","1,935223432","0,0007989525699","0,0004128477139",,,
"0,41535","-2,046631952","1,93078486","1,931585733","0,0008008725797","0,0004146192251",,,
"0,417125","-2,042781214","1,927152088","1,927954871","0,0008027825423","0,0004163907332",,,
"0,4189","-2,038937721","1,923526152","1,924330834","0,0008046824886","0,0004181622382",,,
"0,420675","-2,035101459","1,919907037","1,92071361","0,0008065724495","0,00041993374",,,
"0,42245","-2,031272416","1,916294732","1,917103185","0,0008084524559","0,0004217052386",,,
"0,424225","-2,027450577","1,912689224","1,913499546","0,0008103225386","0,0004234767342",,,
"0,426","-2,023635929","1,909090499","1,909902682","0,0008121827282","0,0004252482265",,,
"0,427775","-2,019828458","1,905498545","1,906312578","0,0008140330553","0,0004270197158",,,
"0,42955","-2,01602815","1,901913349","1,902729223","0,0008158735504","0,0004287912019",,,
"0,431325","-2,012234993","1,8983349","1,899152604","0,000817704244","0,0004305626849",,,
"0,4331","-2,008448973","1,894763182","1,895582708","0,0008195251665","0,0004323341647",,,
"0,434875","-2,004670077","1,891198185","1,892019522","0,000821336348","0,0004341056414",,,
"0,43665","-2,00089829","1,887639896","1,888463034","0,0008231378188","0,0004358771149",,,
"0,438425","-1,9971336","1,884088302","1,884913231","0,0008249296091","0,0004376485853",,,
"0,4402","-1,993375993","1,880543389","1,881370101","0,0008267117488","0,0004394200526",,,
"0,441975","-1,989625456","1,877005147","1,877833631","0,000828484268","0,0004411915167",,,
"0,44375","-1,985881976","1,873473562","1,874303809","0,0008302471964","0,0004429629777",,,
"0,445525","-1,982145539","1,869948621","1,870780622","0,000832000564","0,0004447344356",,,
"0,4473","-1,978416132","1,866430313","1,867264057","0,0008337444004","0,0004465058903",,,
"0,449075","-1,974693742","1,862918624","1,863754103","0,0008354787352","0,0004482773418",,,
"0,45085","-1,970978356","1,859413543","1,860250747","0,0008372035982","0,0004500487903",,,
"0,452625","-1,96726996","1,855915056","1,856753975","0,0008389190186","0,0004518202356",,,
"0,4544","-1,963568541","1,852423152","1,853263777","0,000840625026","0,0004535916777",,,
"0,456175","-1,959874087","1,848937818","1,84978014","0,0008423216497","0,0004553631167",,,
"0,45795","-1,956186584","1,845459042","1,846303051","0,000844008919","0,0004571345526",,,
"0,459725","-1,952506019","1,84198681","1,842832497","0,000845686863","0,0004589059854",,,
"0,4615","-1,948832379","1,838521112","1,839368468","0,0008473555109","0,0004606774149",,,
"0,463275","-1,945165651","1,835061935","1,83591095","0,0008490148916","0,0004624488414",,,
"0,46505","-1,941505822","1,831609266","1,832459931","0,0008506650342","0,0004642202647",,,
"0,466825","-1,937852878","1,828163093","1,829015399","0,0008523059674","0,0004659916849",,,
"0,4686","-1,934206808","1,824723404","1,825577342","0,0008539377202","0,0004677631019",,,
"0,470375","-1,930567598","1,821290187","1,822145747","0,0008555603212","0,0004695345158",,,
"0,47215","-1,926935235","1,817863429","1,818720603","0,0008571737992","0,0004713059266",,,
"0,473925","-1,923309707","1,814443119","1,815301898","0,0008587781825","0,0004730773342",,,
"0,4757","-1,919690999","1,811029245","1,811889618","0,0008603734999","0,0004748487387",,,
"0,477475","-1,916079101","1,807621793","1,808483753","0,0008619597796","0,00047662014",,,
"0,47925","-1,912473998","1,804220753","1,80508429","0,0008635370501","0,0004783915382",,,
"0,481025","-1,908875678","1,800826111","1,801691217","0,0008651053396","0,0004801629333",,,
"0,4828","-1,905284129","1,797437857","1,798304522","0,0008666646763","0,0004819343252",,,
"0,484575","-1,901699336","1,794055978","1,794924193","0,0008682150883","0,000483705714",,,
"0,48635","-1,898121289","1,790680461","1,791550218","0,0008697566038","0,0004854770997",,,
"0,488125","-1,894549974","1,787311296","1,788182585","0,0008712892506","0,0004872484822",,,
"0,4899","-1,890985378","1,78394847","1,784821283","0,0008728130567","0,0004890198615",,,
"0,491675","-1,887427489","1,780591971","1,781466299","0,0008743280499","0,0004907912378",,,
"0,49345","-1,883876294","1,777241787","1,778117621","0,000875834258","0,0004925626108",,,
"0,495225","-1,880331781","1,773897907","1,774775238","0,0008773317086","0,0004943339808",,,
"0,497","-1,876793937","1,770560318","1,771439138","0,0008788204294","0,0004961053476",,,
